account,vestingWallet,amount
0x4c9be2018e682a39408dcfd5a416fb35d4bb683a,0x30e99d1bfdcb319a59c2c4923c679a150983d218,225525493471880000000
0x58ac8d0f5d591ee7eb328f353755a0af8b6f1dc6,0x6df4a7eb6569e8751351870a0fb0142001a5b3cb,176470067558258000000
0x5685a4dd5cd8ab30f61fe2615ddc1ffebda1c423,0x7cc9c4842a3df669daa9dd77c29bbe669623c083,241002741896048500000
0x4beb9935c0931bf7387ba44f85c7baef1c10c3ad,0x68e2ab7451146996896209b893a2372a9c90ba6d,119312161080098000000
0x35b96a6b779cfb4c230b7cb0a520193e1ca95810,0x0c135c7fb4c36ef0e61ca3414ed35576255c8a2f,273643238903881500000
0x7137e36bc5fde5ecdfdd4ba62f55fb09996c60d1,0xc989aa75237ad882693d1d2cf00dc4ff54a2703c,256957574828698500000
0x2463e212ef011d57c3b57c1c70691f95c8f44605,0x700f7eea983097aa72dd8f3c00daf58f1312b5a2,359565234784704000000
0xe538794ee7ca2ea23e98c5409ff86e45c3d10337,0x3f73eefd16cfcf08b94511c24c24f2b35e688e75,557576489691380000000
0x633ca0669c7273f2c65da0ddda62f4279627ae86,0x7641d90e5a7883f1a99bc8dd5adf968bc2dcecd9,61609729037098000000
0xbc9694f255256c005056f0e21c7083881a293ecd,0xfa3ffac94c725752af1f6e76236bc96c9fb0552a,1837545745585310000000
0x31637facefbb72ba93679e282378148d18bd4276,0x0d4ade44de4e0e20889eb61d9ccbc7245c85c80a,238534245667928000000
0x8f216df28218ee81a15a7d116a5bd60b209c0ccb,0x05a4bf52f69690f92cd0ff9d436b34bfbf1bce7f,4927783878493185000000
0xedb6cc5aad830fe34e4aec759c1f852dce7a7b1f,0x29e71b89eb51d7088d8306547bf2c9d8502dafea,594093657685940000000
0xd90485a3c4e7c6d4b473d102c0633eb9038c7ca9,0x1d0335485f1a262eb8183173ff1a530b667a1506,2399119103070470000000
0x6be99217c86d8fb15c8284781f84793aba668966,0xadcf7097ec88104a8ad903ba1fe1c76244e05b74,330258979715945500000
0xcda4e71981aa98d5761a6b82cbbaff754b0a0c5e,0xf9117fb1aa5d72956d33cc59a5a6ef48d3d14d9b,823067310887640000000
0xe5eb3553199604b98f2e7861dea4420cd58c34d5,0x8847b242995e0e0bd041e7d0df6b76ae81803a27,1659664585000805000000
0x44224bebb9b8233a3f16279d557df65437b6942d,0xb719bd864efbdd1cf60df313acfc8e766a810c1e,60489556742719500000
0x4cc78b26997e1b0c0dc92123b3508c158ee39910,0x2b789a7b219aa637b6c3f0d64fa4608398725f75,82199698091898500000
0x9c330a97c3dd093f4b514af6cc2f531ac0cb084b,0xe678df93c5c11b36019d81ad55774392953c1e79,1615406959658530000000
0x7f33771b4dec572ff90ec423f374a6c4c8aea407,0xac093874f3f1b8cb2e0e985d60ad0709375b5b4d,77942777884652500000
0x54e917896c2a7bd38243de99c75aecd702bc1106,0xe856dba91c40da7f133bb1c3cc589e96fa5a1806,13283591577022050000000
0x001ff038931c031b7cad1cf521ed58b1ffccfec0,0x76fccc4b89189cb2d481566cc826699c0e2e3328,957751104387815000000
0x62ebc4eeb11e18051cdd423d9b37a03f65ace892,0xdc09b2d67cc6680ebe57eb8d794f373a56370521,374920379519353000000
0x9aa1091d02c6931247228e569a49f4ed05c82ce8,0x83041241fe99c26e37ec8b81f40b0652d19a0c73,1234601045345930000000
0xa1f7ffe025ab1258385a0023c527a1936ad3ee80,0x5f371c7e1f977684694dacc521f8052df8e251d6,196553437992331000000
0x07cfa2728eb2980c77c04771c6ddf6b67e5fbad0,0xebc9318fb6d9c5dc5c58f94099379a10813054db,1026161829831685000000
0x5a26e2ebb9b5927b2b46a163481d3f82876ccf1f,0xb1ceac8b1bdfd8d172429fa4b63905cad1925be4,140158705911823500000
0xcbb659774bfae5071c5bb2f96eba5323ae4f996f,0xec37d686ac092a2193814dcf9994cf79045c60fb,2274658822878565000000
0x4e13b4e63ee85df37565eff8df35bc326477591f,0xf5b33381df83b476e2b27aa21967d7de2da653a4,190167172719432500000
0x03f95fb4c6c679750d75455aa9622433768a5264,0xfcbb3c1b789df76dadcb586f6e87c0ea2f2fdd75,91877263574925500000
0x4132c3e45ed68897e736bfe2fc67eb06d7fc0286,0x33966fe783e4e4a51fa0515b7a3c1b084ed355b5,471728187970021000000
0xce4b53bdcae5c1006dae6332337427d1b5d28501,0x77180ec0e4fb5f89fe82b6d4042a1c9462e6d0c2,2722595849681715000000
0x4993298f755a4d359400818cb8968666eb8d6e31,0x6f06e8bed1b2b7cfa4a2b1b6f9e2c15e48074158,476708712129894500000
0xd3206ac8725d403eaec5d8767f5f1bba791e6d44,0x4ab94b7fe33dba7a7dc987ec84da6e8a540902c8,448309016378060000000
0x748a1626438952ba7cbe29c1e92ceb3a0822d82c,0x990aa7fab0ba3639296f5ac09c7e5dadf63803f5,1612540198911435000000
0x88258401c6fe918757c7952f312b3d603966fffe,0x9c078e74e95b0439eb970a2bd188703907e2724b,402621503101674500000
0xc78a4443164039a5d8cf91b75a090001e29d66fb,0xc37be2685f1cfda686f4976c2be758f5eb991872,1433368995463970000000
0xd7e4798caa5e639bde85728e423d0ad9ad80f2e9,0x7d5fbcbee2292c98d3af23255c52e26593763d2d,583132612808340000000
0xf740c1d5b28b35addfaa61ea4ee4980dda508d5d,0x62c3c8f834376c32404463e3e2d90673063d4b90,222497574818092000000
0x0d3b55c5e9a6ebd86d4004d9437dae088f2ad4cb,0xa04a9ab4569fe559e0f31bab836d91e116ee76b2,107065656178624500000
0x42fb27a00ac4dbd01b2cde886126ee206d9f89a7,0xf15a71425f95ef05517bcc388b213ebbeffbcc98,15802893380427900000000
0xf86d19b5e41b2d1b5b3574f408525b5131b4655a,0x6e7c82b3735052528314975be548f181fd6a20ea,313816385211478000000
0xa8e218982b7721e4c42ce6aeb01a62d3de1310ad,0x7264669e6c5298abfe65e2ed5731891cf57c4819,363284877687540000000
0xb5dbcbd527b6ccbc5ab40651bac8f3505acac874,0x37ed79f8966332d8f297f13531c85b8bd154c9fc,345418379277922000000
0x2e1509d3fb3ba4308e6a8586cc45e3ccd249af5f,0xa97493a373ad34e1caaeefd359b58e0a6a6734ec,445600210817934000000
0xff87471b55caca25b489033b9c72cb2d00f21ac5,0x0925ea71210e4016429752a54e9c809044da6ea0,343008480178456000000
0xeb74fadffb4da3a7d10f5356eaaee51f99a1effc,0xc19078d2955f5b8825cb859250a48eb64f826f3a,430010719709715500000
0xd2790d257e1cdc5775b17f1277131345954fdd31,0x0e1a173638270368d91cd91f7d9564c069a66d1a,394368136511141000000
0x1a944871baa464a86a413919a5b5717c5f7e81f2,0xa79f6cc2380ebcbdb96349581dba36db378e1f5f,312486582268777000000
0x79f98b91c3aa66d400ae7f26cf30d996c6b64255,0x75da94c895acea9a8cdfc6e8d2ab6af5b354350c,329963402398158000000
0xbf1282a59d8f6b3a0bbdb3402c876d3601e3802e,0xff52564ffd65c0ff6fd7f4b7e1ba48e3c2d44ac9,380138389560947500000
0xfcbd83a733d381776b76e1b9c8895d41016c2513,0x3f3729f34297a6c288a8922bf60cef6d620120d4,123944241976195500000
0x47bdd2e04832b08a90f798e28ed26c239ea52294,0x8f1136a9dfcf9393be12099266cb50475f3771f5,602015016021810000000
0x152801e94324f7341437548a596f1fcfce110fdc,0x5955ee2da21ee37df4339945bdef71e3f402fd76,349511033676110000000
0x9a173ed3ef87a77ce6c11470116fca3c6ba18fd4,0x51fd978ce1ee6fe11156534d9903ee69cb1d9094,1781698720718845000000
0xac0eb49b989f8a9ea2cccdf73eb7c4c700925549,0x149b64051f372421a1d7ebae0b5539b8d8e2fde3,174136570180655000000
0xf6c3645861e7e6f4ae70c00cc1361b62b7e9fa51,0xde29375e674b59c454d702e343932eee681908ba,1316907718490750000000
0xd8db8f3369efafb47175e9078b83d6c4f724bd5d,0xecb425b82724fe3396a6a5fb257777dc8869f7c2,792124982267205000000
0xb721a004895a8d81a8d46963f2259537a8ff514f,0xb5ed3b5e49775dcfb053d42182df5c426193f7b3,146730707858253000000
0xd457aa44590a0f9100aca971e6b42a802e1976cf,0x3ba34e0a80455d59b1f1bc5dffbc06159a02c609,384498618549853000000
0x69e30734eda3bd02dabb5152122b6438593dcd2c,0x4e14ac520c1df0093e97b2252434bbf2ed423170,1808291387218415000000
0x6bd2fc9e92527a4e15696cf3246a22cda8078d53,0x08695b68b7821c43c28f74152883f8c8112d4d8b,291489530680496500000
0xa7c01355bfbaa8b839c4e043ac11e47cb31610e5,0x771dd5add2f3639b4253f6cf1cf24967ab0fd465,145985169489613500000
0xee889769f463e00a4fe642b78a191245127cbbbc,0xa39fdde3393302325f5ea37fb70c299caad7a56e,3430085391759245000000
0x77e7ac87108c2cc460f27e5c49bff3202b072bed,0xcc2e120f88a37a5d5ed19e2b4cf80caac57ba634,396062438457292000000
0x4424394832a32102f6a555789d307f9acf4baa8d,0x7b2437ca926c4d1998c42377e199f1cd1a19bd32,2307724228083610000000
0x784a80c4e5452bc47447b23f4961e17a6f989d38,0x26fd1710fd2c89aa82fe6fb945319fb9b4552d11,1145137231253850000000
0x2c6d438d7780618946d5473bddbf251b716f223e,0x94f36e5cbb1fd03241794c2fb9561af10a3fbc97,1021275459310575000000
0x510e136cd32aa7c446490c02698bb7d32ff963ca,0x72cfc76b75206bc72f55a8f486a3058a8df5ccbe,67823553137429000000
0xde57b79a6e255a297880d2a1d2c26f03377ebacc,0x65078a6fba50b6506ff33c11d2931c7e21ec4438,1308300598864265000000
0xf20486170002c9f571a85ec52ac89a95af0b601e,0xe9e9dfe1b17de95205c697988cb1620823a7b789,80360557360284500000
0x3d31b6eccd7a3109e8a497c4273b5d71f121dad4,0x94c73021d473aec86d378780bca35e02ceca9231,92414561949860000000
0x292ae77a9287b6341aaaede3c9d6c402b3095a6e,0x5a015d4589859c27c61d02f295b9c089caaed08c,165388762662034500000
0x1e2b8ec34f2b18972bbf9630f868d2a4b5bf3439,0xaf099760af71c3c072a09317f8ba0c78552adac2,2350173981352640000000
0x473f2d4c0e3d598a444d67cd400434b7dac34e5c,0xe4ecc8ea42e9aa0b0b9ff6f25c1d34816eeeaadd,2107052408582670000000
0xbfae446a91215bcb0b2c6d0fe1df8286008756bc,0x898cdfa1e44d2736d4cd35b5a3814d2255dfbe16,253251480273120500000
0x9899eee178726a304009fd48fcc099f9a167953c,0x57511e434589e8c2e5aa806eb313bb78e48b177c,109362596196207000000
0x9ac178571187a40bef7c5cb61dfc3d26c7e3f571,0xdbc9353d2448baa740e2a67fd1e98ba32d5ffb90,1696355732316220000000
0x6a2f85751b13895fcef31391806ff3067c28d611,0x54a4082208980b4263a5277f2a7e6e5f07cb214d,277243749061153500000
0x8d8b4f3332b45ff4eda9b37eafd96ec278c5a60c,0x0cba6df1acbc8916597617b533f103ab7ab6e070,163337441748632000000
0xba12c08c2690f8b8b6cbd2e09f6a9614251cabd5,0x430e99f6a45e3fabb9c00193a3277fe29e2a5b27,1986155923159085000000
0x86af458b3a817d42eece5d8afb10455e3ca202d7,0x23a17c16685f5b7acd1420ff888f9f630ba9e9db,684107886554460000000
0x93a9e1206c87b14959db646f77276c62822c4a57,0xdf25000d03f3dd9d76d9c451656bf28d337fb549,2107052408582670000000
0x0f6f2e6b72291fcfd65e6ad8b356b41137b11e69,0x0d4d16af596c883e0edb2f4b46d164352e65b32d,1755877087922570000000
0xefde9508b39852f141ca43ff906f18923ff61a9f,0xe62290ae9fe8b0a653312fa5ca193e5fffd8e919,344611441400868500000
0xd4e3473b279661767ffdf3ac4113e2979dd5d075,0x2491931a92664e1d195761f50a122773ffaac80f,1425359025037280000000
0x288a4e70eba5d4f92e28f8ccc561e9fc947304a1,0x0e0992114f3b69fb463a41d072a50fc21c8a8be6,557421252602070000000
0x50dd38c73b0f22d31fc3c2abb026858ab0c4b2d2,0x286d8f3eacb9308f85ad1f89bd311ca197fc2f26,1551705296272040000000
0x04ba52d439c1c23709bba7a4e920835a6acee452,0xe3fc1680121ce4f34c336cb308ffd08d1dc196b6,1551705296272040000000
0xdfd77a848618b3428c79790b5222b85c2adfcfe5,0xc9c1d9b4ff782539b5e37f1ad1992187331ec688,385907077760539000000
0x404a96933c06ad66b8d85916933a2faf61dc1d56,0xc932483e994e07679a95f4d3d89ecb2335940aca,263381577410989000000
0xceddc8e4ebfae34e3dae92c2339c79cab7a0d2d9,0xe663bb9a06716320e4ba33de95d6dd8e91aee8e9,4106966752129245000000
0x08b14bf37a80dd26ebeffdbc6de933682caa3ba4,0x375637adbc158b744ad80644ddd0a7a66941dd03,1646134779804215000000
0xecce99b4b41a8b27dc280cfb2ee5a55ebcb861ba,0xd1040f838a11f222275a94b5afe4f5291a7fe609,2472561638330865000000
0xe87ba8bc26237f63b022711697b39cacd37550e5,0x6d4870660a558d947cc21c0e9cd1643d66d90bb5,486777789028790500000
0x4f355a9c74bd22a90fa32de4cd129da1999520aa,0x49cf80051026055f98772463781e306b6145083c,2605494924260765000000
0xcc928e103720e4fc7de953a159a974c8734ad755,0x7e4a3cec1f90341f8d4a9b84afe1dd1c572a5876,192299446587991500000
0x6b336e0a5266cc4778a86e6a8e0ac3d4c0e760e5,0x37399e78bb6c1f67a054fa96ec73608aeb0a0dcc,1284788032172425000000
0x41cfb96bdf9d9074949447585a4387453a659436,0xcbdbd90cd6e75a030210b1f08f6dda724f296851,1923103442632665000000
0x45bf1a2ccc8f17b347b6d840b2fd6ef86f9becbe,0x4f2df58bd4476f714366d8c02eff21f8dc9900be,1400641845924100000000
0xff672b72f6a14ed06d49cd728c30fdbcaa077240,0xb804b7b8ad9e41feb409bb56d4cf714c9e2341b3,4128684004780445000000
0x05f4421fd2a68519e07e3902222ce67f3b6bd845,0xb4eec2ac87ea4e00e9ad3d56dd7b81f40c47bbcc,1564642893306825000000
0xdb5b7c0b4cc4c88aed294257762fa83955b68e30,0x39d985c241dcc4f16d7b420c635828115a3f233a,673487077971340000000
0x3d3c34d452332225444c5a82225517a9cdd17d8b,0xe23c2ae49fe4dfbd63c2cc125817e91194beaa5e,649751806370720000000
0x07c8978fb1029f679ad48d59223144dfbfe21e94,0x52e20153884817f8d9b763e2dbe3fe76aee3fe89,664385980968305000000
0x1954fce39dd1fa4541a00c29d9f9b8eba32de5ed,0x48d3d1c49329e5263c7b32912cd13a6bd5057c65,652626900510260000000
0x8d3bc1bc025f1b5c66de75b961a1797d281810fe,0xfedc2d2d4ae7dd1821bb3416c413889579ce1a17,733799305179805000000
0x2b11d5406142cea7d390863be92698fe184489e7,0x9a6af9e500c391fe56e198bd6be310e9e47a2fa7,810404768479770000000
0x8fc8add6bc0c6cf8698b549f043ce25cda115f26,0xdd568c4df54bbed3fdc5819462d61ce7bfd22f9f,77750993970587500000
0xf9dca45c75ebce43b2e506ddf4357275980bb5bd,0xc4380018518ad30c69d47dd9129ca080451dfa6b,1558788858947720000000
0x0bdb14b9b5405f3e94ea7b68df38ce6208baf822,0x28f6fa9f085e4b1342ab5c5683737888aa6933e7,2224110897967260000000
0xc70317153f34a6e6d619ac963f300d891cacbc7b,0x4c7ea817bc4aa33140f5a63a8f890b922364af08,818802742080000000000
0xac0ab33469963e8c117d7e8989e3b5538ef8c87b,0xe33faa835434e81e83697b1f2f20e765a1fedee0,792976716079365000000
0xdac74ed3e6ea4570ab808423ab2b94fa1ee9c562,0xbf58266fca09f563d1e1cd953953c92c0f0817b4,814882181190725000000
0x9202bf22605fb429af0add0428f7cb4dd8b6b26c,0x0edede013a977021b72740a5043183f0eedbada1,1878380095487205000000
0x56691e542106f71aaa5a5ecb6ad4fb762d39b8bf,0x6f96ed9b756e8465ba22c703211f02a6e29ab7ea,760276631628225000000
0x946e99ed90d791d562423c363ddc92aacf4e0ace,0x8c216d063dd7cdd1f39cf302891a9f8c504076e2,1923103442632665000000
0xe1a2d40de3d4008033d3044952e10d5a14d489d6,0xb0d6c9c0ebeb3a0629ac7384c5d0399787e9d32c,3412831424032315000000
0x983b1b65e7eb909d74aacc5b96654871df9822be,0x9b83befb9219482e0740e61ae60cdac195348420,1659664585000805000000
0xa51409d69a242be15be0adf11af0af9dd5f80a63,0xed24d9d224d3f99361204ce77849a3cf93bd35a3,158425017523966000000
0x0a15a684a1f945e83069488ba1baeabca82c6f8b,0x649185e357cbe11df1cd413729bef21ed6ff247d,838032197902630000000
0x1cb4948839eea8002bb617946fea5b1825b22c07,0xc3d9cdd3faa9d281d6926e1304eb5d1ac9483116,3067228287860255000000
0x7f9b04fd81cdce9497cdc2302933e65f42d92f28,0x1ee7401eb72306e52a84e9a090feb5d4007d1aa3,893901030761960000000
0x991fb89df7f8aa26ab65eede2651f6a71371163c,0x7ed191a185656701e858decc58931b387ac3f587,3552588441464935000000
0xb8c53fdb2ed1ef8a7107918bd4b22ee1e07e3841,0x728bcf42ca31169ab00001ad8c457ab9c28d5214,5455760853555700000000
0xa9b91968a83f135e9c5eb7b4ffa87a9d3a1b7a49,0x569f4b7f37498911a0625a4292be6c8d0f47d5f6,212119393324675000000
0x95f2196342551cf829ff9d9fa311caabdf55993b,0x1474613a0f726487e9b6b584249486cc411dbde4,330258979715945500000
0x3d9f7163654541b7da4915d3c0f600b00bf4099d,0xf2edf2700c3e435fe97fe9910f70cba94edbc257,385436425454621000000
0xf6ef8e6c5abda630336e410339ead77149772df2,0x1624adc5fcf355a375e354981e881a6052e30c07,170842109391850500000
0x9981585db0b0862bb51d9aeea1929812aa735d26,0xa269dbd7400e2e8534b41275e3e6745425327a09,2243620602301100000000
0x255e9c7fdd070c66f5ca08edc9beccdf91c115d1,0xb886d27d6759762660106bd27bf02b7d03b6e73b,585292394246645000000
0x00ac62bdb00d1352c13ef4be07d9a09c37d57ffa,0x5d603b1ad6e7a425c70024c6108b2584512acd3d,235162118925789500000
0x5367bd0292ba11352e38134b820a8f45b2a57229,0xfa607990a27a1712cbde599655d7015b4f1f24ba,478875604870219000000
0x4b83029dca8a8b962b11d906f45054a7898c41a1,0x19042fca78da3031d8152c3de7faf416cd1e06f5,953980470815670000000
0x5921e5a15631692eec49bf060f24972290346041,0xea9b25583d5fe55c314a3a5a2e17319d212d226b,466162071793042000000
0x7c475b3225bc63d3ce7f27eca95c1f5eda683794,0x0c765508d9f97a0fa9d5d932ec28c17381d1e7c8,1794896433378675000000
0xf2efc7b78168abc6a5be99e5624c64f2499d91fc,0x4022c1d8bdc598a212fb8b1215d0acb825e3ac55,2052323817692310000000
0xc5302c954520ae9025bd429786532fb3567b19e2,0x149b4912074979d1e347044ba504740fce8b3396,179069601378289500000
0xc90fe8fa04b96cd87b5311ceacc235cfb45a0fb2,0xdc7ca5b87f17e95277f630132a7ef475c55644be,1153495855649560000000
0x52cfa7c582bc31ac294ceb2119c965b0b283d665,0x61bc8027ab78ba90dac4265d3553dc664d0ef242,488389599871496000000
0xdb842142cc985c4e62e5aaf15db63182c112acaf,0xe165b776afc7875e8409e1850900b15da1736509,1232194370036710000000
0x85dc1f89de4f3513cb6ea94b4731768ecff10847,0x9253da306344b2c1e63dd76f02d9cc9205923e2c,353701918859550500000
0x71931bce41aaec7c59bc998292a6b4c396acb8b8,0xf7b50a6cc6416380717a65aab409a9b59dca1fd0,60087025442533500000
0xc4dd57d433f5cc14a78fec1d61870e5e543892a6,0x776e0811df91dcd1e89c848f4587692f8d99111e,221794978178398500000
0x4cd7a495068bf6d5f57190675c4968417e764d10,0x55348203e671fb5afc65add67a014b9ace1b35ca,2088888289014385000000
0x2e1c2eb05a1a0788ecdfaf19c66eb8fa0a44b353,0x493db43f9ed6e54e991f0aca2c236955b0f9de04,490012219893274000000
0xf6c14391d53d49f0063746a6b0f30295779f4ab0,0x0d7d0f063c49236001a729eeffde053e9728dc42,53751329428452000000
0xed63476ea9deec8aa5e33c668599b4d69843211a,0xb5cfc36ca4f37faca31763df440f6f4b175d25cd,63914612642420000000
0x478d04ac013785933def9926ad8f2b72035361a2,0x36bb808495ca76cc3c38c81074602926200f67b5,1254197897369130000000
0x7bb2a324e5499ed88db672d025e3be53ae5bfcd5,0x24feb6d437f9676b057da5603a487dcb5939f233,72407277179782500000
0x10d4985ad2fcbb8d303654dd749369b065b215e8,0xfdaf9889b744510a256302d8a0628475bb284966,64435855277680000000
0x717c237bf3b60ee51967e46fd9d3a64cfbcc15c2,0x22557be868a8890c9501cd0b6fa5ba9adf04f20b,396062438457292000000
0x258c855f34875a29fcbed9bd1ed8958f157c8616,0xdb50ccd398d5c9c7c9c4e9e67e2c7acfaba99a50,1130903954990800000000
0x3cc138359507d7666dab706867f02d6b18724de8,0x847f88aae8dfe33bf720c14c9ed342932e9745cd,88680675372457000000
0xff97ec2ebe34655acb18e85b38a4248677fa3efc,0x5e3e99513584107dc24cb15b3c73bc97fc781883,591868610297975000000
0xf688d20a68112f20cff6cee7c3e81d7c052cfe4c,0x2f15a3c4561d8e17069097b5093c36a4bfe112ac,2137589498340520000000
0xea4f9dd19f7482d8151933acba6b051d04fa2b47,0x79aa831c5879a455560ccd009eb94a3ee0b9b7ec,182903846863920500000
0xeb84ae008980d037b989718a6690b45d39332c30,0xad5287630c7ff7b62a51e58311788bec91d4ca0a,842821022430535000000
0x840d549af1c316205488a18393ca7af38fe66d10,0xd09976c4bf3396d5d232b06a96f11534fa2b2692,907531869123560000000
0x619d02a92e1ce20af7860edea866fe18537584e5,0x6d779af8d000efcb8d06a2f3a3dc10944dd31aee,1668083123432950000000
0x2b6c4aa95b0c2dfc5b8668caab2e83361a20f4cf,0x9dbb775e241928f925eda36dbdbcac7f1de8cd92,286952625343598500000
0xab210bc9ae8ef80b09b9e84e2fef5716e7595138,0x8eec92cbbf351d2c43811f34eb70a5679d042f9c,331297545868907000000
0x3b6630e8a378cab7c22d12de4e0550e504586913,0x66dade31c7724f8cc9692e1ffdc29609baac7e14,1022409348516405000000
0x1951b80383f6a97d35659b8d2d355f644b50be9c,0xc759f7fc1b9e2a0070934aa96fa4f4559084d47e,689222735308065000000
